Program/Agency Name,Project Name,Sub-Project Name,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,Total 10 Year,Ward Number,Ward,Category
Corporate Real Estate Management,Structural/Building Envelope,"100 Queen-Renos (Windows, interior)",0.00,0.00,33.00,122.00,0.00,0.00,0.00,0.00,0.00,0.00,155.00,10.00,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,1050 Ellesmere Building - Facility Construction,8839.00,14785.00,10921.00,9874.00,500.00,0.00,0.00,0.00,0.00,0.00,44919.00,21.00,Scarborough Centre,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,"115 Parkway-Roof,Windows,Mech",0.00,0.00,0.00,48.00,530.00,0.00,0.00,0.00,0.00,0.00,578.00,17.00,Don Valley North,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,1401 CASTLEFIELD AVE-Window and Door Repl,0.00,0.00,0.00,3.00,36.00,0.00,0.00,0.00,0.00,0.00,39.00,8.00,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,146 Crescent Road - Various Projects,0.00,23.00,230.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,253.00,11.00,University-Rosedale,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,150 Borough-Curtain Wall Reno,0.00,0.00,0.00,862.00,549.00,0.00,0.00,0.00,0.00,0.00,1411.00,21.00,Scarborough Centre,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,1530 Markham-Rev Doors Pavers Ceilings,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,123.00,136.00,23.00,Scarborough-North,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,16 Ossington-Rpl Windows,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117.00,117.00,10.00,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,175 Memorial Park Ave - Various Projects,0.00,0.00,19.00,309.00,0.00,0.00,0.00,0.00,0.00,0.00,328.00,14.00,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,2 Dyas Rd Re-Roofing (Add. Funding),2100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2100.00,16.00,Don Valley East,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,241 ESTHER SHINER-Windows and exterior doors repla,0.00,0.00,0.00,7.00,586.00,0.00,0.00,0.00,0.00,0.00,593.00,17.00,Don Valley North,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,2444 Eglinton Ave E-Rpl Windows/OH door,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,165.00,165.00,21.00,Scarborough Centre,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,246 The Esplanade-Parking Garage Rehab,0.00,0.00,73.00,589.00,0.00,0.00,0.00,0.00,0.00,0.00,662.00,13.00,Toronto Centre,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,251 ESTHER SHINER BLVD-Wood Roof Framing Rehabilit,0.00,0.00,0.00,5.00,60.00,0.00,0.00,0.00,0.00,0.00,65.00,17.00,Don Valley North,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,255 Spadina-rpl Windows and Doors,0.00,16.00,311.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,327.00,12.00,Toronto-St. Pauls,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,2700 Eglinton - Exterior Wall Rehabilitation,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,603.00,628.00,5.00,York South-Weston,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,"2753 Jane St-Replace Roofing, Exterior Doors and W",0.00,0.00,25.00,395.00,0.00,0.00,0.00,0.00,0.00,0.00,420.00,7.00,Humber River-Black Creek,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,2900 Lawrence Ave E - Exterior Doors and Various R,0.00,0.00,0.00,11.00,116.00,0.00,0.00,0.00,0.00,0.00,127.00,21.00,Scarborough Centre,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,30 NORTHLINE RD-Exterior Wall Rehabilitation,0.00,0.00,0.00,23.00,239.00,0.00,0.00,0.00,0.00,0.00,262.00,19.00,Beaches-East York,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,3061 Birchmount Road - Various Projects,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.00,72.00,22.00,Scarborough-Agincourt,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,3100 EGLINTON E-Exterior & Overhead Door,0.00,0.00,27.00,281.00,0.00,0.00,0.00,0.00,0.00,0.00,308.00,24.00,Scarborough-Guildwood,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,320 BERING AVE-Exterior Wall and Structural Rehabi,0.00,0.00,0.00,33.00,278.00,0.00,0.00,0.00,0.00,0.00,311.00,3.00,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,"3325 Warden Ave-Repair Parking Lot Elements, Repla",0.00,0.00,14.00,151.00,4.00,20.00,0.00,0.00,0.00,0.00,189.00,22.00,Scarborough-Agincourt,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,"339 Queen's Quay W-Replace Upper Flat Roofing, Sum",0.00,0.00,62.00,501.00,0.00,0.00,0.00,0.00,0.00,0.00,563.00,10.00,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,433 EASTERN AVE-Exterior Wall and Roof Structure R,0.00,0.00,0.00,435.00,2484.00,0.00,0.00,0.00,0.00,0.00,2919.00,14.00,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,433 Eastern Ave-Window and Door Repairs,0.00,0.00,0.00,10.00,122.00,0.00,0.00,0.00,0.00,0.00,132.00,14.00,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,4330 Dufferin Street Site - Various Projects - Arc,0.00,0.00,0.00,51.00,1070.00,0.00,0.00,0.00,0.00,0.00,1121.00,6.00,York Centre,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,"441 BLOOR ST E-Rehabilitation of Exterior Walls, R",0.00,24.00,476.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,13.00,Toronto Centre,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,476 LAWRENCE AVE W-Replacement of DHW Heater and,0.00,5.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.00,8.00,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,49 Toryork Drive-Wood roof framing rehabilitation,0.00,0.00,0.00,13.00,112.00,0.00,0.00,0.00,0.00,0.00,125.00,7.00,Humber River-Black Creek,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,5 Bathurst St-Silos Monitoring,0.00,536.00,536.00,536.00,536.00,650.00,536.00,536.00,536.00,536.00,4938.00,5.00,York South-Weston,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,5100 Yonge St-Roofing & Frames,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,444.00,468.00,18.00,Willowdale,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,524 OAKWOOD AVE-Replace windows and exterior doors,0.00,0.00,0.00,0.00,22.00,279.00,0.00,0.00,0.00,0.00,301.00,12.00,Toronto-St. Pauls,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,58 Cecil Street - Repl of Original Wood Windows,0.00,0.00,0.00,13.00,263.00,0.00,0.00,0.00,0.00,0.00,276.00,11.00,University-Rosedale,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,61 TORYORK-Exterior Wall Rehabilitation,0.00,0.00,0.00,33.00,312.00,0.00,0.00,0.00,0.00,0.00,345.00,7.00,Humber River-Black Creek,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,61 TORYORK-Storage Shed Replacement,0.00,0.00,0.00,7.00,478.00,0.00,0.00,0.00,0.00,0.00,485.00,7.00,Humber River-Black Creek,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,61 TORYORK-Window and Door Repairs,0.00,0.00,0.00,30.00,429.00,0.00,0.00,0.00,0.00,0.00,459.00,7.00,Humber River-Black Creek,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,662 Jane-RplWindows&FrontEntrance,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,111.00,118.00,5.00,York South-Weston,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,707 Dundas Street -Replace Windows,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,628.00,628.00,20.00,Scarborough Southwest,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,71 Front W-Union Station SOGR Projects,0.00,0.00,2000.00,5000.00,6500.00,6500.00,5000.00,4000.00,6500.00,5000.00,40500.00,10.00,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,71 Front W-Union Station-Var SOGR 2021,100.00,4000.00,4900.00,1900.00,0.00,0.00,0.00,0.00,0.00,0.00,10900.00,10.00,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,755 Warden Ave-Complete Exterior Repainting,0.00,0.00,0.00,3.00,76.00,0.00,0.00,0.00,0.00,0.00,79.00,20.00,Scarborough Southwest,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,786 Dundas St E - Various Projects,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,79.00,87.00,14.00,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,821 Progress Ave - Various Projects,0.00,0.00,13.00,245.00,0.00,0.00,0.00,0.00,0.00,0.00,258.00,24.00,Scarborough-Guildwood,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,"843 Eastern-Rpl Windows,Doors,Ext.Wall",0.00,0.00,0.00,0.00,239.00,3643.00,0.00,0.00,0.00,0.00,3882.00,14.00,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,891 Morningside Ave- Door Replacement,0.00,0.00,7.00,87.00,0.00,0.00,0.00,0.00,0.00,0.00,94.00,25.00,Scarborough-Rouge Park,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,891 MORNINGSIDE AVE -Exterior Wall Rehabilitation,0.00,0.00,0.00,18.00,209.00,0.00,0.00,0.00,0.00,0.00,227.00,25.00,Scarborough-Rouge Park,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,891 MORNINGSIDE AVE-Windows and Door Replacement,0.00,0.00,0.00,11.00,137.00,0.00,0.00,0.00,0.00,0.00,148.00,25.00,Scarborough-Rouge Park,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,97 Main -Repl Vertical Hung Windows,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,260.00,285.00,19.00,Beaches-East York,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,North Bay Pedestrian Bridge Connection,850.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,850.00,10.00,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,Relocation of Fire Station 332 to 55 John St,0.00,6308.00,7620.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13928.00,10.00,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,Union Station-Various SOGR Work 2018,2425.00,600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3025.00,10.00,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,USR - Professional Services,Union Station Enhancement Project (USEP) Pkg 1,368.00,372.00,526.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1266.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
Economic Development and Culture,Indigenous Ctr for Innovation & Entrepreneurship,Indigenous Ctr for Innovation and Entrepreneurship,3850.00,3253.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7103.00,13.00,Toronto Centre,Service Improvement and Enhancement
Economic Development and Culture,BIA Financed Funding FF,2019 FF Toronto Entertainment District,0.00,1350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1350.00,10.00,Spadina-Fort York,State of Good Repair
Economic Development and Culture,BIA Financed Funding FF,2021 FF Wexford Heights BIA Gateway Parkette,750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,750.00,21.00,Scarborough Centre,State of Good Repair
Economic Development and Culture,BIA Financed Funding FF,FF Toronto Entertainment District,0.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1000.00,10.00,Spadina-Fort York,State of Good Repair
Economic Development and Culture,BIA Planning Act Revenues,PAR Bloor West Village,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,4.00,Parkdale-High Park,State of Good Repair
Economic Development and Culture,BIA Special Project,DUKE HeightsáBusiness Improvement Area Public Art,223.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,251.00,8.00,Eglinton-Lawrence,Growth Related
Economic Development and Culture,Collections Care,Collections Facilities -FY,0.00,200.00,0.00,200.00,400.00,0.00,200.00,400.00,0.00,200.00,1600.00,10.00,Spadina-Fort York,State of Good Repair
Economic Development and Culture,Collections Care,Collections Facility Mechanical,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,10.00,Spadina-Fort York,State of Good Repair
Economic Development and Culture,Collections Care,Cultural Assets Storage Workshop - FY,0.00,0.00,0.00,100.00,0.00,250.00,0.00,0.00,0.00,300.00,650.00,8.00,Eglinton-Lawrence,Service Improvement and Enhancement
Economic Development and Culture,Collections Care,Culture Assets Storage Workshop,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,8.00,Eglinton-Lawrence,Service Improvement and Enhancement
Economic Development and Culture,Cultural Infrastructure Development,Guild - West Compound - FY,0.00,0.00,0.00,0.00,0.00,0.00,300.00,600.00,0.00,0.00,900.00,24.00,Scarborough-Guildwood,Service Improvement and Enhancement
Economic Development and Culture,Cultural Infrastructure Development,Guild Revitalization - FY,0.00,0.00,0.00,0.00,300.00,600.00,0.00,300.00,0.00,0.00,1200.00,24.00,Scarborough-Guildwood,Service Improvement and Enhancement
Economic Development and Culture,Cultural Infrastructure Development,John Street Public Art Project,0.00,0.00,0.00,0.00,1579.00,0.00,0.00,0.00,0.00,0.00,1579.00,10.00,Spadina-Fort York,Legislated
Economic Development and Culture,Cultural Infrastructure Development,Public Art - Pam Mcconnell Memorial,131.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,131.20,13.00,Toronto Centre,Growth Related
Economic Development and Culture,Major Maintenance,Theatre Passe Muraille-2019/2020,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,10.00,Spadina-Fort York,State of Good Repair
Economic Development and Culture,Major Maintenance,Alumnae Theatre  Accessibility - FY,0.00,0.00,250.00,300.00,0.00,0.00,296.00,400.00,200.00,0.00,1446.00,13.00,Toronto Centre,State of Good Repair
Economic Development and Culture,Major Maintenance,Alumnae Theatre - AODA,200.00,700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,900.00,13.00,Toronto Centre,Legislated
Economic Development and Culture,Major Maintenance,Alumnae Theatre AODA,0.00,0.00,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,13.00,Toronto Centre,Legislated
Economic Development and Culture,Major Maintenance,Assembly Hall - FY,0.00,0.00,50.00,350.00,500.00,0.00,100.00,750.00,0.00,0.00,1750.00,3.00,Etobicoke-Lakeshore,State of Good Repair
Economic Development and Culture,Major Maintenance,Assembly Hall Mechanical,980.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1380.00,3.00,Etobicoke-Lakeshore,State of Good Repair
Economic Development and Culture,Major Maintenance,Berkley Theatre Capital Maintenance- FY,0.00,150.00,200.00,200.00,550.00,0.00,200.00,300.00,0.00,200.00,1800.00,13.00,Toronto Centre,State of Good Repair
Economic Development and Culture,Major Maintenance,Buddies in Bad Times - FY,0.00,0.00,0.00,0.00,0.00,0.00,204.00,0.00,350.00,200.00,754.00,13.00,Toronto Centre,State of Good Repair
Economic Development and Culture,Major Maintenance,Franklin Carmichael - FY,0.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,600.00,0.00,700.00,1.00,Etobicoke North,State of Good Repair
Economic Development and Culture,Major Maintenance,Neilson Park Roof-FY,0.00,0.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,300.00,600.00,2.00,Etobicoke Centre,State of Good Repair
Economic Development and Culture,Major Maintenance,Theatre Passe Muraille - FY,0.00,150.00,100.00,250.00,350.00,0.00,300.00,500.00,0.00,0.00,1650.00,10.00,Spadina-Fort York,State of Good Repair
Economic Development and Culture,Major Maintenance,Theatre Passe Muraille AODA,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,10.00,Spadina-Fort York,Legislated
Economic Development and Culture,Major Maintenance,Young People's Theatre - 2022,600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600.00,13.00,Toronto Centre,State of Good Repair
Economic Development and Culture,Major Maintenance,Young People's Theatre - FY,0.00,0.00,0.00,0.00,0.00,500.00,300.00,200.00,400.00,0.00,1400.00,13.00,Toronto Centre,State of Good Repair
Economic Development and Culture,Refurbishment and Rehabilitation,Colborne Lodge Interiors - FY,0.00,100.00,500.00,0.00,0.00,0.00,300.00,300.00,0.00,0.00,1200.00,4.00,Parkdale-High Park,State of Good Repair
Economic Development and Culture,Refurbishment and Rehabilitation,Gibson House Interiors - FY,0.00,0.00,150.00,0.00,0.00,0.00,0.00,0.00,200.00,0.00,350.00,18.00,Willowdale,State of Good Repair
Economic Development and Culture,Refurbishment and Rehabilitation,Mackenzie House Interiors-FY,0.00,0.00,200.00,0.00,200.00,200.00,300.00,0.00,0.00,0.00,900.00,13.00,Toronto Centre,Service Improvement and Enhancement
Economic Development and Culture,Refurbishment and Rehabilitation,Montgomery's Inn Interiors - FY,0.00,0.00,200.00,0.00,0.00,0.00,200.00,0.00,0.00,200.00,600.00,2.00,Etobicoke Centre,State of Good Repair
Economic Development and Culture,Refurbishment and Rehabilitation,Scarborough Museum Interiors- FY,0.00,200.00,100.00,0.00,0.00,0.00,200.00,300.00,0.00,0.00,800.00,21.00,Scarborough Centre,State of Good Repair
Economic Development and Culture,Refurbishment and Rehabilitation,Spadina Museum Interiors-FY,0.00,200.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,12.00,Toronto-St. Pauls,Service Improvement and Enhancement
Economic Development and Culture,Refurbishment and Rehabilitation,Zion Schoolhouse Interiors -  FY,0.00,0.00,0.00,0.00,200.00,300.00,0.00,0.00,0.00,200.00,700.00,17.00,Don Valley North,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Campbell House,0.00,300.00,300.00,0.00,500.00,0.00,300.00,300.00,200.00,250.00,2150.00,10.00,Spadina-Fort York,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Campbell House - 2022,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,10.00,Spadina-Fort York,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Casa Loma Extrior Restore -FY,0.00,1000.00,2000.00,1500.00,4500.00,1000.00,2500.00,0.00,2000.00,1000.00,15500.00,12.00,Toronto-St. Pauls,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Cedar Ridge CRC Restore -FY,0.00,50.00,100.00,0.00,0.00,500.00,650.00,400.00,0.00,0.00,1700.00,24.00,Scarborough-Guildwood,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Cedar Ridge Creative Arts Centre Resto-2021/2022,600.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600.00,24.00,Scarborough-Guildwood,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Colborne Lodge Gallery-FY,0.00,300.00,200.00,0.00,0.00,0.00,0.00,0.00,600.00,0.00,1100.00,4.00,Parkdale-High Park,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Dempsey Bros Store,50.00,650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,700.00,18.00,Willowdale,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Dempsey Bros Store-FY,0.00,0.00,0.00,100.00,200.00,0.00,200.00,300.00,200.00,0.00,1000.00,18.00,Willowdale,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Fort York Restoration - 2021/2022,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,10.00,Spadina-Fort York,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Fort York Restoration - FY,0.00,0.00,150.00,200.00,300.00,300.00,250.00,0.00,400.00,300.00,1900.00,10.00,Spadina-Fort York,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Gibson House Restoration - FY,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,600.00,0.00,800.00,18.00,Willowdale,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Goulding Massey Estate -FY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,0.00,500.00,900.00,20.00,Scarborough Southwest,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Howard Monument Restoration,50.00,450.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,4.00,Parkdale-High Park,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Indigenous Artwork Exhibition Place,50.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,10.00,Spadina-Fort York,Growth Related
Economic Development and Culture,Restoration/Preservation of Heritage Elements,John Bales House - FY,0.00,0.00,0.00,200.00,200.00,0.00,0.00,0.00,0.00,300.00,700.00,18.00,Willowdale,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,John McKenzie House-FY,0.00,0.00,0.00,0.00,200.00,300.00,0.00,0.00,300.00,0.00,800.00,18.00,Willowdale,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Lambton House AODA,0.00,300.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,300.00,700.00,4.00,Parkdale-High Park,Legislated
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Lambton House-FY,0.00,0.00,400.00,0.00,0.00,300.00,200.00,0.00,400.00,0.00,1300.00,4.00,Parkdale-High Park,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Mackenzie House Restoration - FY,0.00,0.00,0.00,0.00,0.00,0.00,200.00,400.00,500.00,0.00,1100.00,13.00,Toronto Centre,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Montgomery's Inn Restoration - 2021/2022,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,2.00,Etobicoke Centre,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Montgomery's Inn Restoration-FY,0.00,0.00,0.00,0.00,200.00,300.00,350.00,0.00,0.00,400.00,1250.00,2.00,Etobicoke Centre,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Monument to the Second Century,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,6.00,York Centre,Growth Related
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Outdoor Public Art - Elevated Wetlands,75.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,16.00,Don Valley East,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Queen's Wharf Lighthouse-FY,0.00,0.00,0.00,0.00,0.00,300.00,250.00,0.00,0.00,0.00,550.00,10.00,Spadina-Fort York,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Scarborough Arts Council,100.00,350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,450.00,20.00,Scarborough Southwest,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Scarborough Arts Council - FY,0.00,0.00,200.00,200.00,0.00,0.00,0.00,300.00,500.00,0.00,1200.00,20.00,Scarborough Southwest,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Scarborough Museum Restoration - FY,0.00,200.00,0.00,0.00,0.00,0.00,250.00,300.00,0.00,400.00,1150.00,21.00,Scarborough Centre,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Spadina Garage Restoration & AODA,250.00,600.00,150.00,250.00,0.00,0.00,0.00,0.00,0.00,0.00,1250.00,12.00,Toronto-St. Pauls,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Spadina Restoration - FY,0.00,0.00,0.00,0.00,300.00,0.00,300.00,200.00,300.00,0.00,1100.00,12.00,Toronto-St. Pauls,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Todmorden Mills Centre,200.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,600.00,14.00,Toronto-Danforth,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Todmorden Mills Centre - FY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,400.00,0.00,300.00,700.00,14.00,Toronto-Danforth,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Windfields Estate Restoration - FY,0.00,200.00,100.00,100.00,400.00,0.00,350.00,200.00,200.00,300.00,1850.00,15.00,Don Valley West,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Windfields Estate Restoration-2022,150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150.00,15.00,Don Valley West,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Zion Church - FY,0.00,0.00,0.00,0.00,0.00,0.00,250.00,0.00,0.00,250.00,500.00,17.00,Don Valley North,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Zion Schoolhouse Masonry - FY,0.00,0.00,0.00,300.00,200.00,0.00,0.00,0.00,0.00,500.00,1000.00,17.00,Don Valley North,State of Good Repair
Economic Development and Culture,Service Enhancement,Cedar Ridge Studio Improvements-FY,0.00,350.00,400.00,0.00,0.00,0.00,300.00,0.00,0.00,0.00,1050.00,24.00,Scarborough-Guildwood,Service Improvement and Enhancement
Economic Development and Culture,Service Enhancement,Fort York Adding New Buildings -FY,0.00,0.00,0.00,250.00,400.00,0.00,0.00,0.00,0.00,0.00,650.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
Economic Development and Culture,Service Enhancement,Fort York Exhibits - 2021/2022,150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,150.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
Economic Development and Culture,Service Enhancement,Fort York Exibits- FY,0.00,50.00,550.00,300.00,0.00,0.00,0.00,300.00,0.00,0.00,1200.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
Economic Development and Culture,Service Enhancement,Fort York Landscape-FY,0.00,200.00,700.00,0.00,300.00,200.00,0.00,200.00,300.00,0.00,1900.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
Economic Development and Culture,Service Enhancement,John St Roundhouse Turntable,150.00,350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,500.00,10.00,Spadina-Fort York,Service Improvement and Enhancement
